Order_Processed,Date_Collected,Site,Stand_Age,Growth_Stage,Stand,Plot,Treatment,Ntrt,Ptrt,Catrt,Species,Tree_Number,TagID,Subplot,Shots,Canopy_Locations,Field_Notes,Number_of_Leaves,Total_Fresh_Mass,Total_Leaf_Area,Leaf_Area_for_SLA,Oven_Dry_Mass_with_Bag,Oven_Dry_Bag_Weight,Total_Oven_Dry_Mass,Dry_Mass_Per_Leaf,LA_per_Leaf,SLA_cm2_g,SLA_m2_kg,LDMC_g_g,LDMC,Lab_Notes,Caution,Date Processed,d15N,d13C,N,propC,CN,Ca,Fe,K,Mg,Mn,P 214,P 178,S,Sr,Zn,Stomatal_Density,Extra_Notes,Former_TagID,Species_ID
108,8/2/2023,HB,Old,Second,HBO,1,P,0,1,0,BE,2,8388,B1,2,2,,12,4.43,369.51,369.51,9.92,7.4,2.52,0.21,30.79,146.63,14.66,0.57,568.85,"chlorotic. One leaf had possible shotgun debris damage, otherwise hardly any damage",,8/7/2021,-1.77,-29.26,15.2,0.48,31.86,3.6006,0.0445,4.9212,1.1347,0.5962,1.8099,1.79925021,0.9189,0.0118,0.0205,NA,,,FAGR
110,8/2/2021,HB,Old,Second,HBO,1,P,0,1,0,BE,3,8385,B1,2,2,,18,4.37,405.5,405.1,9.89,7.4,2.49,0.14,22.53,162.69,16.27,0.57,569.79,"some tiny holes, but no obvious or substantial herbivory on chosen leaves",,8/7/2021,-1.13,-28.16,23.8,0.49,20.67,5.7581,0.0544,5.7602,1.6088,0.7524,1.6414,1.655661257,1.4681,0.0204,0.027,NA,,,FAGR
101,8/2/2021,HB,Old,Second,HBO,1,P,0,1,0,SM,1,8335,C3,2,2,,6,3.39,280.38,279.82,8.89,7.35,1.54,0.26,46.73,181.7,18.17,0.45,454.28,Chose leaves with no or least clear signs of herbivory,,8/7/2021,-3.99,-30.06,20.9,0.48,22.93,4.4707,0.0391,7.203,0.8924,1.3577,1.8864,1.865256515,1.1589,0.0129,0.0208,372,,,ACSA3
103,8/2/2021,HB,Old,Second,HBO,1,P,0,1,0,YB,1,8338,C3,5,2,,8,3.21,222.91,222.56,8.79,7.36,1.43,0.18,27.86,155.63,15.56,0.45,445.48,Chose leaves with no or least clear signs of herbivory. Some tiny brown spots and holes,,8/7/2021,-2.19,-29.11,18.6,0.48,26.02,7.8106,0.0486,9.1968,2.5901,1.4007,2.723,2.7195,1.0905,0.0302,0.2306,153,,,BEAL2
104,8/2/2023,HB,Old,Second,HBO,1,P,0,1,0,YB,2,8341,B3,2,2,,8,2.31,117.71,117.29,8.46,7.39,1.07,0.13,14.71,109.62,10.96,0.46,463.2,Chose leaves with no or least clear signs of herbivory. Some tiny brown spots and holes,,8/7/2021,-1.3,-29.67,22.5,0.48,21.55,6.7851,0.06,9.4559,2.6965,1.2486,2.3003,2.302393296,1.0602,0.0266,0.3077,251,,,BEAL2
106,8/2/2021,HB,Old,Second,HBO,1,P,0,1,0,YB,3,8370,C2,2,2,,9,2.53,175.07,174.88,8.56,7.44,1.12,0.12,19.45,156.14,15.61,0.44,442.69,"All leaves had tiny brown spots. Chose leaves with fewest holes. Two might have tiny, tiny skeletonizer damage",,8/7/2021,-1.9,-28.84,21.3,0.48,22.63,8.0386,0.0435,9.8834,2.24,1.0029,2.4934,2.491255316,1.048,0.0348,0.1958,239,,,BEAL2
127,8/2/2021,HB,Old,Second,HBO,2,N,1,0,0,BE,1,8406,B3,3,2,,16,3.69,429.07,429.07,9.29,7.34,1.95,0.12,26.82,220.03,22,0.53,528.46,no obvious signs of herbivory or disease on chosen leaves. Tiny brown spots. Chlorotic in general,,8/7/2021,-0.23,-31.1,22.5,0.49,21.89,4.3544,0.0544,2.0847,1.354,0.4182,1.23,1.2784,1.1975,0.0171,0.0191,NA,,,FAGR
128,8/2/2021,HB,Old,Second,HBO,2,N,1,0,0,BE,2,8420,C1,2,2,midcanopy but sunlit,10,3.96,418.08,418.08,9.32,7.3,2.02,0.2,41.81,206.97,20.7,0.51,510.1,no obvious signs of herbivory or disease on chosen leaves. Tiny light spots throughout,,8/7/2021,-0.19,-29.45,28.3,0.49,17.34,4.7691,0.0588,6.2123,1.4151,0.8671,1.2653,1.280331159,1.4838,0.0122,0.0346,NA,,,FAGR
129,8/2/2021,HB,Old,Second,HBO,2,N,1,0,0,BE,3,8421,C1,2,2,,9,3.39,379.54,379.17,9.19,7.38,1.81,0.2,42.17,209.49,20.95,0.53,533.92,every leaf damaged; chose leaves with least damage,Y,8/7/2021,-0.247705436,-29.051438,26.20812201,0.496101861,18.92931743,3.9551,0.0572,6.659,1.3044,0.4679,1.2582,1.259616017,1.4236,0.0099,0.0208,NA,,,FAGR
121,8/2/2021,HB,Old,Second,HBO,2,N,1,0,0,SM,1,8425,B1,2,2,,8,6.21,447.83,447.65,10.31,7.48,2.83,0.35,55.98,158.18,15.82,0.46,455.72,all leaves had at least minor herbivory or disease; chose leaves with least damage,Y,8/7/2021,-2.24,-28.92,22.9,0.49,21.42,3.5759,0.0559,9.4431,1.243,0.9935,1.208,1.225522972,1.2496,0.0114,0.0352,348,,,ACSA3
122,8/2/2021,HB,Old,Second,HBO,2,N,1,0,0,SM,2,8419,C1,2,2,,9,5.1,359.85,359.36,10.06,7.39,2.67,0.3,39.98,134.59,13.46,0.52,523.53,all leaves had at least minor herbivory or disease; chose leaves with least damage,Y,8/7/2021,-2.96,-28.91,13.6,0.44,32.32,3.3986,0.0343,4.6674,0.9586,0.8741,0.8936,0.913089529,0.7873,0.0129,0.0191,434,,,ACSA3
123,8/2/2021,HB,Old,Second,HBO,2,N,1,0,0,SM,3,8423,B1,2,2,,8,3.95,289.86,289.3,9.47,7.48,1.99,0.25,36.23,145.38,14.54,0.5,503.8,all leaves had at least minor herbivory or disease; chose leaves with least damage,Y,8/7/2021,-2.78,-27.72,22.8,0.49,21.62,3.6285,0.0576,6.9126,1.1317,1.1222,1.1297,1.147256887,1.2534,0.0112,0.0247,455,,,ACSA3
124,8/2/2021,HB,Old,Second,HBO,2,N,1,0,0,YB,1,8415,B2,2,2,,6,3.94,230.48,230.15,9.01,7.3,1.71,0.29,38.41,134.59,13.46,0.43,434.01,chose leaves with minor holes but least damage. Two have tiny skeletonizer holes,,8/7/2021,-0.45,-28.24,28.6,0.49,17.19,4.9918,0.0536,8.9718,1.7387,0.96,1.4345,1.574761498,1.4238,0.0161,0.1489,209,,,BEAL2
125,8/2/2021,HB,Old,Second,HBO,2,N,1,0,0,YB,2,8413,C3,2,2,,10,3.2,200.53,200.33,8.75,7.27,1.48,0.15,20.05,135.36,13.54,0.46,462.5,chose leaves with no obvious signs of herbivory. Some brown spots and other holes in leaves. Bugs found in bag,,8/7/2021,-0.37,-27.62,26.6,0.5,18.78,5.0032,0.0568,5.2023,1.6042,1.0457,1.1907,1.277308551,1.2059,0.0143,0.1278,253,,,BEAL2
126,8/2/2021,HB,Old,Second,HBO,2,N,1,0,0,YB,3,8405,A3,5,2,,6,3.38,227.25,226.77,8.72,7.21,1.51,0.25,37.88,150.18,15.02,0.45,446.75,"two leaves might have skeletonizer damage, but otherwise no obvious herbivory. Tiny holes and several shotgun holes",,8/7/2021,-0.4,-28.54,32.5,0.5,15.22,5.2373,0.0647,9.5459,2.1878,1.095,1.6349,1.650019792,1.4146,0.0186,0.1841,209,,,BEAL2
118,8/2/2021,HB,Old,Second,HBO,3,NP,1,1,0,BE,1,8458,B1,2,2,,12,2.36,166.38,166.32,8.63,7.33,1.3,0.11,13.87,127.94,12.79,0.55,550.85,"two catepillars in sample. samples had shotgun holes and brown spots, otherwise no substantial damage",,8/7/2021,-0.023333333,-28.78666667,22.5,0.51,22.55,6.6927,0.0653,2.2445,1.766,0.8218,1.6587,1.705906809,1.2682,0.0219,0.0236,NA,,,FAGR
119,8/2/2021,HB,Old,Second,HBO,3,NP,1,1,0,BE,2,8462,B2,3,2,,12,3.01,206.13,206.05,9.04,7.46,1.58,0.13,17.18,130.41,13.04,0.52,524.92,orange spots on every leaf! Chose most complete leaves with least damage. Small worm found in sample,,8/7/2021,-0.41,-27.16,26.4,0.5,19.04,7.5069,0.0534,4.4449,1.2695,1.4097,1.4651,1.495213424,1.3206,0.0208,0.0298,NA,,,FAGR
120,8/2/2021,HB,Old,Second,HBO,3,NP,1,1,0,BE,3,8478,C2,2,2,,13,4.09,347.86,347.53,9.83,7.46,2.37,0.18,26.76,146.64,14.66,0.58,579.46,"some leaves have shotgun holes, brown spots. One leaf might have skeletonizer damager, another might have herbivory",,8/7/2021,0.16,-29.5,20.2,0.5,24.94,4.3151,0.0465,2.7237,1.1364,0.7153,1.5576,1.593562033,1.0857,0.0129,0.0177,NA,,,FAGR
114,8/2/2023,HB,Old,Second,HBO,3,NP,1,1,0,RM,1,8457,,2,2,"actually a red maple (was coded as SM last time, and in inventory)",12,4.91,291.56,290.3,10.07,7.41,2.66,0.22,24.3,109.13,10.91,0.54,541.75,"Shotgun holes, some brown spots; excluded leaves with herbivory",,8/7/2021,-0.72,-27.09,15.8,0.49,31.17,6.2392,0.0518,3.3794,1.6181,0.7658,1.1659,1.1479,0.8119,0.0152,0.0243,NA,,,ACRU
116,8/2/2021,HB,Old,Second,HBO,3,NP,1,1,0,SM,1,8451,A2,4,2,,6,3.43,304.16,302.94,8.9,7.46,1.44,0.24,50.69,210.38,21.04,0.42,419.83,"Caterpillar in sample. every single leaf had sign of herbivory or disease. Chose leaves with least damage. Some shotgun holes, light spots, brown spots",,8/7/2021,-2.34,-30.11,22.9,0.49,21.24,6.8499,0.057,6.76,1.5738,1.6922,1.8895,1.939892322,1.3546,0.0176,0.0354,498,,,ACSA3
117,8/2/2021,HB,Old,Second,HBO,3,NP,1,1,0,SM,2,No tag,Buffer,2,2,,8,6.67,338.15,337.86,10.19,7.37,2.82,0.35,42.27,119.81,11.98,0.42,422.79,"samples had shotgun holes and brown spots, otherwise no substantial damage. One leaf has extremely minor herbivory, another very minor skeletonizer",,8/7/2021,-2.6,-29.46,19.7,0.5,25.24,3.1766,0.0497,4.5151,0.6617,0.8628,1.5072,1.546132467,1.0358,0.0073,0.0151,473,,,ACSA3
111,8/2/2021,HB,Old,Second,HBO,3,NP,1,1,0,YB,1,8447,A3,2,2,,11,1.99,137.78,136.72,8.41,7.45,0.96,0.09,12.53,142.42,14.24,0.48,482.41,all leaves had at least some damage; chose leaves with least,,8/7/2021,-0.38,-28.46,25.8,0.49,19.07,9.1548,0.0629,8.3558,2.7646,1.2092,2.1173,2.138618774,1.2071,0.0293,0.2049,306,,,BEAL2
112,8/2/2021,HB,Old,Second,HBO,3,NP,1,1,0,YB,2,8454,A1,4,2,,10,3.26,223.03,220.12,9,7.42,1.58,0.16,22.3,139.32,13.93,0.48,484.66,"all leaves have holes. Tried to choose leaves with least herbivory damage. Some brown spots, one leaf has minor skeletonizer damage",,8/7/2021,-0.07,-28.1,23.9,0.5,21.03,3.7243,0.0601,8.7212,1.1879,0.6689,1.7851,1.828490028,1.19,0.0098,0.0883,231,,,BEAL2
113,8/2/2021,HB,Old,Second,HBO,3,NP,1,1,0,YB,3,8469,B3,2,2,,8,2.91,201.67,200.91,8.78,7.45,1.33,0.17,25.21,151.06,15.11,0.46,457.04,"all leaves had some damage; chose leaves with least herbivory and brown spots, but there is some",,8/7/2021,-0.29,-28.07,24.8,0.5,20.08,6.3786,0.0529,5.7646,1.7262,1.2624,1.9731,1.998823949,1.2173,0.0202,0.1797,232,,,BEAL2
136,8/2/2021,HB,Old,Second,HBO,4,Control,0,0,0,BE,1,46,C1,2,2,,14,4.21,134.63,134.58,9.46,7.36,2.1,0.15,9.62,64.08,6.41,0.5,498.81,"Some tiny holes, but otherwise no obvious signs of herbivory or disease. Tiny light spots",,8/8/2021,missing,missing,19.72860381,0.476370085,24.15624348,6.0389,0.0523,6.1363,1.8917,0.7469,1.0897,1.093947724,1.2336,0.0206,0.0222,NA,,,FAGR
137,8/2/2021,HB,Old,Second,HBO,4,Control,0,0,0,BE,2,805,B1,2,2,1 upper canopy and 1 mid canopy sample,10,2.79,265.93,264.87,8.79,7.47,1.32,0.13,26.59,200.66,20.07,0.47,473.12,"avoided leaves with light green galls. One chosen leaf has some skeletonizer damage, others have shotgun holes and light spots but otherwise no substantial damage",,8/8/2021,-1.17,-28.02,24.4,0.48,19.85,5.805,0.0504,6.2829,1.438,0.8178,1.1172,1.112999179,1.2638,0.0218,0.0234,NA,,,FAGR
139,8/2/2021,HB,Old,Second,HBO,4,Control,0,0,0,BE,3,7754,A3,2,2,,13,3.61,242.6,242.12,9.27,7.41,1.86,0.14,18.66,130.17,13.02,0.52,515.24,chose leaves with no obvious signs of herbivory. Some brown spots and other holes in leaves. Other leaves had light green galls and skeletonizer damage,,8/8/2021,-1.51,-27.83,18.9,0.48,25.46,4.7826,0.0936,5.3126,1.3228,0.7756,0.7002,1.13318137,1.1978,0.0176,0.0353,NA,original tag was 96; tag changed in 2023,,FAGR
130,8/2/2021,HB,Old,Second,HBO,4,Control,0,0,0,SM,1,8,C1,2,2,some mixing with 242 possible,6,2.79,199.72,199.51,8.88,7.4,1.48,0.25,33.29,134.8,13.48,0.53,530.47,"minor holes, possible herbivory on edge of one sampe, but not too bad",,8/7/2021,-2.543333333,-29.63,15.5,0.48,31.18333333,3.4741,0.0412,6.4795,0.9677,0.9088,1.0265,1.046142204,1.3033,0.0138,0.0211,419,,,ACSA3
131,8/2/2021,HB,Old,Second,HBO,4,Control,0,0,0,SM,2,242,C1,5,2,some mixing with 8 possible,6,3.07,223.92,222.91,8.86,7.36,1.5,0.25,37.32,148.6,14.86,0.49,488.6,all leaves damaged; chose most complete leaves with least damage,Y,8/7/2021,-2.84,-29.42,17.6,0.48,27.15,4.0528,0.0626,7.5257,1.2659,1.4769,1.3181,1.337969404,1.6801,0.0117,0.0198,463,,,ACSA3
132,8/2/2021,HB,Old,Second,HBO,4,Control,0,0,0,SM,3,57,C2,2,2,"very injured, horizontal gash",8,5.87,495.96,495.55,9.98,7.31,2.67,0.33,61.99,185.6,18.56,0.45,454.86,all leaves damaged; chose most complete leaves with least damage,Y,8/7/2021,-2.79,-30.35,20.7,0.56,27.28,5.8278,0.0412,2.3082,1.3684,1.3373,0.9968,1.014555951,1.2081,0.023,0.0225,530,,,ACSA3
133,8/2/2021,HB,Old,Second,HBO,4,Control,0,0,0,YB,1,69,C1,2,2,,11,4.01,242.58,242.58,9.08,7.4,1.68,0.15,22.05,144.39,14.44,0.42,418.95,"some tiny holes and brown spots, but excluded all clear, obvious signs of herbivory",,8/8/2021,-1.59,-28.02,24.1,0.48,19.98,4.4209,0.0234,3.8758,0.9113,0.7454,0.7691,0.741118373,0.6614,0.0161,0.0946,178,,,BEAL2
134,8/2/2021,HB,Old,Second,HBO,4,Control,0,0,0,YB,2,455,B2,2,2,,5,1.73,142.67,142.44,8.25,7.4,0.85,0.17,28.53,167.58,16.76,0.49,491.33,one leaf has tiny skeletonizer damage. Leaves not chosen had more substantial and obvious herbivory damage,,8/8/2021,-2.18,-29.98,27.2,0.5,18.31,5.098,0.0686,8.7751,2.1399,1.423,1.6297,1.627566898,1.3757,0.0159,0.1258,241,,,BEAL2
135,8/2/2021,HB,Old,Second,HBO,4,Control,0,0,0,YB,3,30,B2,2,2,,7,5.33,281.66,280.33,9.92,7.41,2.51,0.36,40.24,111.69,11.17,0.47,470.92,"Some tiny holes, possible tiny skeletonizer damage, but otherwise no obvious signs of herbivory or disease",,8/8/2021,-1.51,-28.72,22.4,0.48,21.55,4.1279,0.0241,2.5185,1.3643,0.9884,0.7367,0.69013702,0.6475,0.0138,0.1211,249,,,BEAL2
48,7/30/2021,JB,Mid,Third,JBM,1,NP,1,1,0,SM,1,8208,B2,2,2,,9,4.51,307.82,305.98,9.57,7.39,2.18,0.24,34.2,140.36,14.04,0.48,483.37,"catepillar in sample! Almost all leaves had some herbivory. Chose ones with least, but all had at least some. A few shotgun holes",Y,8/5/2021,0.2,-28.94,19.5,0.48,24.84,7.3805,0.0549,6.5082,1.4903,0.2486,1.3974,1.403149404,1.233,0.0216,0.0244,539,,,ACSA3
49,7/30/2021,JB,Mid,Third,JBM,1,NP,1,1,0,SM,2,8210,B2,3,2,,6,5.7,288.31,287.77,10.03,7.37,2.66,0.44,48.05,108.19,10.82,0.47,466.67,"lots of herbivory; most leaves in the sample were incomplete. Chose complete leaves, but they have tiny brown spots, shotgun holes, and minor signs of herbivory",,8/5/2021,-0.08,-29.08,20.3,0.49,24.13,7.0624,0.0585,5.2726,1.8476,0.3981,1.3291,1.352598626,1.0789,0.0198,0.024,615,,,ACSA3
50,7/30/2021,JB,Mid,Third,JBM,1,NP,1,1,0,SM,3,8209,B2,2,2,,7,4.9,287.15,287.06,9.91,7.44,2.47,0.35,41.02,116.22,11.62,0.5,504.08,"catepillar in sample! Almost all leaves had some herbivory. Chose ones with least, but all had at least some. A few shotgun holes",,8/5/2021,-0.88,-29.12,20.5,0.49,23.83,6.2818,0.0606,6.5149,1.3867,0.3734,1.3603,1.367485893,1.0835,0.0185,0.0175,NA,,,ACSA3
45,7/30/2021,JB,Mid,Third,JBM,1,NP,1,1,0,WB,1,8235,A1,2,2,New!,18,4.92,260.39,259.58,9.52,7.4,2.12,0.12,14.47,122.45,12.24,0.43,430.89,some leaves have shotgun holes and brown spots. Excluded leaves with herbivory or huge brown spots. Lots of bugs in the sample!,,8/5/2021,0.19,-29.03,26,0.5,19.03,6.7443,0.0579,8.7409,1.5955,0.4312,1.4662,1.621392045,1.5696,0.0162,0.1683,NA,,,BEPA
46,7/30/2021,JB,Mid,Third,JBM,1,NP,1,1,0,WB,2,8230,A1,2,2,,8,5.17,226.19,225.97,9.61,7.45,2.16,0.27,28.27,104.62,10.46,0.42,417.79,Excluded leaves with substantial herbivory,,8/5/2021,0.01,-28.73,26.5,0.5,19.02,5.3246,0.0532,7.5345,2.1367,0.3138,1.5993,1.640169104,1.4617,0.0129,0.1345,NA,,,BEPA
47,7/30/2021,JB,Mid,Third,JBM,1,NP,1,1,0,WB,3,8225,B1,2,2,plot border,7,4.77,245.28,244.21,9.09,7.34,1.75,0.25,35.04,139.55,13.96,0.37,366.88,every single leaf had tiny light brown specks that looks like insect damage. Tried to choose the ones with least damage and most complete margins,Y,8/5/2021,0.203333333,-30.11,24.3,0.49,19.98666667,9.3012,0.047,14.7717,1.643,0.5634,1.7138,1.718474241,1.4122,0.0257,0.1838,NA,,,BEPA
42,7/30/2021,JB,Mid,Third,JBM,1,NP,1,1,0,YB,1,8206,B2,3,2,,12,4.75,253.83,252.03,9.75,7.4,2.35,0.2,21.15,107.24,10.72,0.49,494.74,"lots of brown spots, some shotgun holes. Many leaves are chlorotic. Chose leaves with fullest margins and no herbivory",,8/5/2021,0.88,-29.76,22.5,0.5,22.44,4.4949,0.1157,8.3103,1.6531,0.1923,1.5421,1.556719546,1.0667,0.0132,0.0845,342,,,BEAL2
43,7/30/2021,JB,Mid,Third,JBM,1,NP,1,1,0,YB,2,8221,B1,3,2,,8,5.1,291.24,289.96,9.71,7.44,2.27,0.28,36.4,127.74,12.77,0.45,445.1,"Some chlorotic spots, small holes. Excluded leaves with significant herbivory or other signs of insect damage. Some tiny brown spots present. Preferentially chose leaves with shotgun damage than herbivory",,8/5/2021,0.31,-29.91,26.4,0.5,19.03,5.1542,0.0583,6.5385,1.6431,0.4979,1.5848,1.586547073,1.2792,0.0137,0.1165,241,,,BEAL2
44,7/30/2021,JB,Mid,Third,JBM,1,NP,1,1,0,YB,3,8204,A2,3,2,,15,4.32,278.41,276.7,9.3,7.49,1.81,0.12,18.56,152.87,15.29,0.42,418.98,included one leaf with minor skeletonizer damage. Many leaves in the sample are small and have tiny holes,,8/5/2021,0.28,-28.65,25.4,0.5,19.67,7.1375,0.0629,7.4343,2.1674,0.4786,1.5759,1.607252875,1.369,0.0231,0.1396,290,,,BEAL2
54,7/30/2021,JB,Mid,Third,JBM,2,N,1,0,0,SM,1,1042,B1,2,2,,6,4.1,302.3,299.81,9,7.38,1.62,0.27,50.38,185.07,18.51,0.4,395.12,"Caterpillar in sample. every single leaf had sign of herbivory or disease. Chose leaves with least damage. Some shotgun holes, light spots, brown spots",Y,8/5/2021,-0.22,-29.62,22.7,0.48,21.07,12.3255,0.0605,9.4632,1.8347,0.4392,1.3284,1.363012425,1.6984,0.0319,0.0357,402,,,ACSA3
55,7/30/2021,JB,Mid,Third,JBM,2,N,1,0,0,SM,2,8288,A1,2,2,,4,4.58,288.27,286.39,9.72,7.36,2.36,0.59,72.07,121.35,12.14,0.52,515.28,Catepillar in sample; every single leaf had herbviory or disease. Limited to leaves more or less intact around margins. Brown spots and shotgun holes in some,Y,8/5/2021,-1.33,-28.63,18.8,0.48,25.71,5.6848,0.0577,7.0524,0.9933,0.4826,1.1144,1.13392302,1.1967,0.0141,0.026,480,,,ACSA3
56,7/30/2021,JB,Mid,Third,JBM,2,N,1,0,0,SM,3,1474,Buffer,2,2,buffer - tag painted orange,6,3.49,359.53,359.29,8.84,7.38,1.46,0.24,59.92,246.09,24.61,0.42,418.34,every single leaf had sign of disease or insect herbivory. Tried to choose leaves with least. Interpret with extreme caution,Y,8/5/2021,-1.28,-30.62,23.6,0.48,20.46,8.9584,0.0812,8.2551,1.8506,0.6473,1.3299,1.356837391,1.8029,0.0249,0.0294,416,,,ACSA3
57,7/30/2021,JB,Mid,Third,JBM,2,N,1,0,0,WB,1,8251,A2,2,2,,8,3.04,184.85,184.72,8.81,7.45,1.36,0.17,23.11,135.82,13.58,0.45,447.37,"possible, minor herbivory on edge of two leaves. Leaves with heavy herbivory and shotgun damage excluded",,8/5/2021,-0.3,-29.88,22.5,0.49,21.97,3.7989,0.0394,8.5522,1.084,0.7053,1.198,1.198359607,1.2073,0.0052,0.171,NA,,,BEPA
58,7/30/2021,JB,Mid,Third,JBM,2,N,1,0,0,WB,2,8272,B1,4,2,,11,3.3,185.44,184.89,9.07,7.4,1.67,0.15,16.86,110.71,11.07,0.51,506.06,"some tiny holes, but no obvious or substantial herbivory on chosen leaves",,8/5/2021,-0.53,-27.8,23.1,0.5,21.61,2.5095,0.0643,7.3478,0.7533,0.4972,0.9104,0.910401413,1.2053,0.0026,0.0698,NA,,,BEPA
59,7/30/2021,JB,Mid,Third,JBM,2,N,1,0,0,WB,3,8256,B1,2,2,,8,2.62,129.71,129.04,8.35,7.45,0.9,0.11,16.21,143.38,14.34,0.34,343.51,"Not many leaves available to choose from, and many were damaged. Chose the best. Two have fairly susbtantial brown splots, other have shotgun holes. One had skeletonizer damage. No leaves were good.",Y,8/5/2021,-0.13,-27.52,17.4,0.52,29.59,2.5291,0.0411,6.3781,0.6057,0.4697,0.9373,0.873506585,0.9203,0.0027,0.0757,NA,,,BEPA
51,7/30/2021,JB,Mid,Third,JBM,2,N,1,0,0,YB,1,8257,B2,2,2,,12,4.37,232.44,230.47,9.19,7.39,1.8,0.15,19.37,128.04,12.8,0.41,411.9,lots of herbivory; tried to take sample with least amount. Lots of holes in these leaves. A few are chlorotic,Y,8/5/2021,-0.06,-29.1,29.6,0.49,16.65,4.4831,0.0573,7.916,1.7196,0.5209,1.274,1.290750251,1.3138,0.008,0.1231,227,,,BEAL2
52,7/30/2021,JB,Mid,Third,JBM,2,N,1,0,0,YB,2,8246,A2,2,2,,9,2.16,126.07,125.85,8.44,7.41,1.03,0.11,14.01,122.18,12.22,0.48,476.85,"Catepillar in sample. not many leaves, and lots of herbivory. A few leaves have tiny amounts of herbivory. Generally small leaves. ",,8/5/2021,0.15,-28.61,26.6,0.51,19.04,4.6101,0.0622,7.6551,1.4886,0.4778,1.187,1.19976424,1.2083,0.0088,0.1423,190,,,BEAL2
53,7/30/2021,JB,Mid,Third,JBM,2,N,1,0,0,YB,3,8243,A2,2,2,,18,8.42,441.39,441.22,10.98,7.45,3.53,0.2,24.52,124.99,12.5,0.42,419.24,"some leaves have shotgun holes and tiny brown spots, but most are in good shape",,8/5/2021,0.350828761,-29.05121256,29.75381442,0.495684052,16.65951278,4.187,0.0686,9.5948,1.4659,0.3933,1.4358,1.487371132,1.6529,0.0086,0.0979,278,,,BEAL2
175,7/30/2021,JB,Mid,Third,JBM,3,Control,0,0,0,BE,1,1479,B2,1,1,only one leaf obtained,1,0.36,34.26,34.05,7.62,7.31,0.31,0.31,34.26,109.85,10.98,0.86,861.11,shotgun holes,,8/8/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not processed for chemical analysis, only one leaf",,FAGR
71,7/30/2021,JB,Mid,Third,JBM,3,Control,0,0,0,QA,1,8304,?,2,2,,24,7.74,363.03,362.76,10.37,7.47,2.9,0.12,15.13,125.09,12.51,0.37,374.68,shot gun holes and tiny brown spots,,8/6/2021,2.57,-28.15333333,21.6,0.5,23.04666667,7.3672,0.0416,9.1661,1.2707,0.0382,1.3067,1.300348698,1.3916,0.0177,0.092,NA,originally listed as 8604 but probably is 8304,,POTR5
73,7/30/2021,JB,Mid,Third,JBM,3,Control,0,0,0,QA,2,8319,A1,2,2,,22,7.02,358.43,358.43,10.49,7.45,3.04,0.14,16.29,117.91,11.79,0.43,433.05,tiny brown spots,,8/6/2021,1.86,-29.1,23.8,0.49,20.59,15.552,0.0394,8.1118,1.2874,0.0517,1.3455,1.336903614,1.6125,0.0425,0.1528,NA,,,POTR5
75,7/30/2021,JB,Mid,Third,JBM,3,Control,0,0,0,QA,3,8308,A2,4,2,,10,5.04,264.56,264.29,9.58,7.44,2.14,0.21,26.46,123.5,12.35,0.42,424.6,tiny brown spots,,8/6/2021,1.95,-30.93,23.1,0.5,21.63,13.7839,0.0426,14.3491,1.5946,0.058,1.6268,1.772958633,1.8697,0.0359,0.1638,NA,,,POTR5
60,7/30/2021,JB,Mid,Third,JBM,3,Control,0,0,0,SM,1,7151,A2,2,2,tag was off,4,1.08,109.27,109.27,7.87,7.31,0.56,0.14,27.32,195.13,19.51,0.52,518.52,"nearly every  leaf was diseased (galls or pink spots). Chose all leaves without (4 leaves, 1.1 g). May not have enough for nutrients",Y,8/6/2021,-0.99,-30.83,20.6,0.47,23.02,13.9193,0.0681,6.8366,1.714,0.2094,1.2779,1.286583021,1.388,0.0317,0.0194,481,original tag was 8307; tag changed in 2023,,ACSA3
62,7/30/2021,JB,Mid,Third,JBM,3,Control,0,0,0,SM,2,8334,B1,2,2,,8,3.87,415.24,414.17,8.83,7.33,1.5,0.19,51.91,276.11,27.61,0.39,387.6,every leaf had at least minor herbivory damage; chose the ones with most complete margins and most minor damage,,8/5/2021,-0.73,-30.81,20.1,0.48,23.93,9.1403,0.047,8.8152,1.5054,0.0968,1.0728,1.072130957,1.4039,0.0217,0.021,305,,,ACSA3
63,7/30/2021,JB,Mid,Third,JBM,3,Control,0,0,0,SM,3,8297,B2,2,2,,8,3.92,166.76,166.65,9.27,7.38,1.89,0.24,20.84,88.17,8.82,0.48,482.14,avoided leaves with obvious herbivory and large brown spots. Chosen leaves had tiny brown spots and some light spots,,8/5/2021,-0.43,-29.98,18,0.48,26.41,11.5284,0.0471,8.3446,1.5629,0.473,1.1671,1.178164383,1.3579,0.0241,0.0223,426,,,ACSA3
99,7/30/2021,JB,Mid,Third,JBM,3,Control,0,0,0,WB,1,7570,B1,3,2,,9,4.38,213.85,212.81,9.23,7.38,1.85,0.21,23.76,115.03,11.5,0.42,422.37,every leaf had at least some damage. chose leaves with smallest holes and least herbivory. Avoided leaves with browning. Bug in bag,Y,8/7/2021,1.11,-28.61,27.1,0.49,18.26,7.3473,0.0485,10.28,1.5868,0.23,1.4377,1.442243707,1.6731,0.0149,0.1112,NA,,8330,BEPA
