Site,Stand,Plot,Treatment,Age,Subplot,Species,previous tags,TagID,DBH2008,DBH2009 ,DBH2010,DBH2011,DBH2015,DBH2019,DBH2023,,liveBA11,liveBA15,liveBA19,liveBA23,,BA2011,BA2015,BA2019,BA2023,,chgBA11_15,chgBA15_19,chgBA19_23,,RBAIyr11_15,RBAIyr15_19,RBAIyr19_23,,deadyr,dead2008-2010,dead2011,dead2015,dead2019,dead2023,notes2008-10,notes2011,notes2015,notes2019,notes2023,,ingrowthyear,ingrowth5x5
HB,HBM,5,Ca,Mid,C2,BE,,2744,,,,,15.8,17.5,19.4,,0,196.1,240.5,295.6,,0,196.1,240.5,295.6,,#DIV/0!,0.226766544,0.228930612,,,0.052423364,0.052887187,,,,,,,,,,,Diseased,,,,
HB,HBM,5,Ca,Mid,C2,BE,,2745,,,,,23.8,24.7,26.8,,0,444.9,479.2,564.1,,0,444.9,479.2,564.1,,#DIV/0!,0.077060236,0.177268928,,,0.018732117,0.04164305,,,,,,,,,,,,,,,
HB,HBM,5,Ca,Mid,C2,BE,,2746,,,,,17.7,19,20,,0,246.1,283.5,314.2,,0,246.1,283.5,314.2,,#DIV/0!,0.152287018,0.108033241,,,0.036072549,0.025978352,,,,,,,,,,,,,,,
HB,HBM,5,Ca,Mid,C2,BE,,2748,,,,,18.7,20.1,21.3,,0,274.6,317.3,356.3,,0,274.6,317.3,356.3,,#DIV/0!,0.155337585,0.122967253,,,0.036757595,0.029418036,,,,,,,,,,,,,,,
HB,HBM,5,Ca,Mid,C2,BE,,2749,,,,,23.6,25.4,27.5,,0,437.4,506.7,594,,0,437.4,506.7,594,,#DIV/0!,0.158359667,0.172189844,,,0.037434907,0.040517739,,,,,,,,,,,,,,,
HB,HBM,5,Ca,Mid,C2,BE,,2750,,,,,24.7,26.5,28.1,,0,479.2,551.5,620.2,,0,479.2,551.5,620.2,,#DIV/0!,0.15105968,0.124400142,,,0.03579655,0.029746259,,,,,,,,,,,,,,,
HB,HBM,5,Ca,Mid,C2,BE,,2751,,,,,12.3,12.7,13,,0,118.8,126.7,132.7,,0,118.8,126.7,132.7,,#DIV/0!,0.066098222,0.047802096,,,0.016130073,0.011742085,,,,,,,,,,,,,,,
HB,HBM,5,Ca,Mid,C3,YB,,2824,,,,,13.2,14.5,15.7,,0,136.8,165.1,193.6,,0,136.8,165.1,193.6,,#DIV/0!,0.206668962,0.172366231,,,0.048086279,0.04055688,,,,,,,,,,,,,,,
HB,HBM,5,Ca,Mid,C3,RM,,2826,,,,,19.3,21.1,25.3,,0,292.6,349.7,502.7,,0,292.6,349.7,502.7,,#DIV/0!,0.195226717,0.437726017,,,0.045592774,0.095012389,,,,,,,,,,,,,,,
HB,HBM,5,Ca,Mid,C3,WB,,2827,,,,,23.2,24.8,26,,0,422.7,483.1,530.9,,0,422.7,483.1,530.9,,#DIV/0!,0.142687277,0.099115505,,,0.033907886,0.023907758,,,,,,,,,,,,,,,
HB,HBM,5,Ca,Mid,C3,YB,,2828,,,,,20,22.3,23.7,,0,314.2,390.6,441.2,,0,314.2,390.6,441.2,,#DIV/0!,0.243225,0.1295019,,,0.055935604,0.030912348,,,,,,,,,,,,,,,
HB,HBM,5,Ca,Mid,C3,BE,,2830,,,,,18.8,21.3,23.6,,0,277.6,356.3,437.4,,0,277.6,356.3,437.4,,#DIV/0!,0.283640788,0.227622385,,,0.064414733,0.052606869,,,,,,,,,,,,,,,
HB,HBM,5,Ca,Mid,C3,BE,,2831,,,,,10,10.6,11.4,,0,78.5,88.2,102.1,,0,78.5,88.2,102.1,,#DIV/0!,0.1236,0.156639373,,,0.029563014,0.037049516,,,,,,,,,,,,,,,
HB,HBM,5,Ca,Mid,C3,BE,,2832,,,,,28.3,31.1,32.9,,0,629,759.6,850.1,,0,629,759.6,850.1,,#DIV/0!,0.207668968,0.119105468,,,0.048303357,0.028531873,,,,,,,,,,,,,,,
HB,HBM,5,Ca,Mid,C3,YB,,2833,,,,,14.5,15.7,18.4,,0,165.1,193.6,265.9,,0,165.1,193.6,265.9,,#DIV/0!,0.172366231,0.373524281,,,0.04055688,0.082577721,,,,,,,,,,,,,,,
HB,HBM,5,Ca,Mid,C3,YB,,2834,,,,,12,12.5,12.6,,0,113.1,122.7,124.7,,0,113.1,122.7,124.7,,#DIV/0!,0.085069444,0.016064,,,0.020620726,0.003992032,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A1,BE,,1404,,,,10.1,10.8,11.9,12.6,,80.1,91.6,111.2,124.7,,80.1,91.6,111.2,124.7,,0.143417312,0.214077503,0.121107266,,0.034072981,0.049691313,0.028991511,,,,,,,,,Inside 5X5 m veg plot,,,,,2011,in
HB,HBO,1,P,Late,A3,YB,,2517,,,,,10.5,10.1,10.1,,0,86.6,80.1,80.1,,0,86.6,80.1,80.1,,#DIV/0!,-0.074739229,0,,,-0.019232565,0,,,,,,,,,,New addition; Inside 5X5 m veg plot,Checked,,,2015,in
HB,HBO,1,P,Late,B1,BE,,2785,,,,,10,10.4,11.2,,0,78.5,84.9,98.5,,0,78.5,84.9,98.5,,#DIV/0!,0.0816,0.159763314,,,0.019803903,0.037749043,,,,,,,,,,New addition,,,,2015,out
HB,HBO,1,P,Late,C3,BE,,7768,,,,,,,10.7,,0,0,0,89.9,,0,0,0,89.9,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; inside 5x5,,2023,in
HB,HBO,1,P,Late,A1,YB,,8397,20.1,,,20.2,,,,,0,0,0,0,,320.5,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,dead,dead,,,,,,Dead snag,,,,,
HB,HBO,1,P,Late,A2,YB,,8361,21.3,,,21.3,,,,,0,0,0,0,,356.3,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,dead,dead,,,,,,Dead snag,,,,,
HB,HBO,1,P,Late,A3,BE,,8352,26.1,,,26.3,,,,,0,0,0,0,,543.3,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,dead,dead,,,,,,Dead snag,,,,,
HB,HBO,1,P,Late,B1,YB,,8387,75.5,,,76.5,,,,,0,0,0,0,,4596.3,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,,dead,,,,,,Standing dead,,,,,
HB,HBO,1,P,Late,B2,BE,,8366,17.3,,,18.2,,,,,0,0,0,0,,260.2,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,dead,dead,,,,,,"Dead on ground, tag removed",,,,,
HB,HBO,1,P,Late,B2,UNK,,,,,,52.6,,,,,0,0,0,0,,2173,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,,dead,,,,,,Dead snag,,,,,
HB,HBO,1,P,Late,C1,YB,,8377,19.4,,,19.3,,,,,0,0,0,0,,292.6,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,dead,dead,,,,,on ground as of Sept 2011,"Dead on ground, tag removed",,,,,
HB,HBO,1,P,Late,C1,YB,,8378,16,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,11,dead,dead,,,,,Tree not found in 2011; assume dead & fallen,"Tree not found, assumed dead",,,,,
HB,HBO,1,P,Late,C1,SM,,8379,10.9,,,11.1,,,,,0,0,0,0,,96.8,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,dead,dead,,,,,,"Dead on ground, tag removed",,,,,
HB,HBO,1,P,Late,C3,YB,,8337,11.2,,,11.8,,,,,0,0,0,0,,109.4,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,,dead,,,,,Identified as WB in 2009; YB in 2011; confirmed YB by Matt,Dead snag,,,,,
HB,HBO,1,P,Late,A1,BE,,8392,13.5,,,13.8,13.8,,,,149.6,0,0,0,,149.6,149.6,0,0,,0,-1,#DIV/0!,,0,,,,15,,,dead,,,,,Dead snag,,,,,
HB,HBO,1,P,Late,A3,YB,,8354,17.9,,,18,18,,,,254.5,0,0,0,,254.5,254.5,0,0,,0,-1,#DIV/0!,,0,,,,15,,,dead,,,,,Dead snag,"Fallen, tag removed",,,,
HB,HBO,1,P,Late,B1,BE,,8390,13.8,,,14,14,,,,153.9,0,0,0,,153.9,153.9,0,0,,0,-1,#DIV/0!,,0,,,,15,,,dead,,,,,Dead snag,,,,,
HB,HBO,1,P,Late,A1,YB,,8396,21.9,,,22.5,23.8,23.8,,,397.6,444.9,0,0,,397.6,444.9,444.9,0,,0.118893827,0,-1,,0.028483241,0,,,19,,,,dead,,,,,Standing,,,,
HB,HBO,1,P,Late,A1,BE,,8393,26.8,,,27.4,28,28.1,28.1,,589.6,615.8,620.2,0,,589.6,615.8,620.2,620.2,,0.044275135,0.007155612,0,,0.010889613,0.001784123,0,,23,,,,,dead,,Sap flow tree; Measured 5cm below tag,Measured 5 cm below tag consistent with 2011; Sapflow tree (Sapflow-HRM),Measured 5 cm below tag consistent with 2011; 28.6 at bottom of dowel,,,,
HB,HBO,1,P,Late,B3,YB,,8338,,,,33.6,34.1,35,35,,886.7,913.3,962.1,0,,886.7,913.3,962.1,962.1,,0.029983348,0.053482512,0,,0.007413,0.013110538,0,,23,,,,,dead,,Measured 10cm below nail,"Measured @ 10 cm below nail consistent with 2011; Alive, was recorded dead earlier",35.5 at bottom of dowel,not found,,,
HB,HBO,1,P,Late,C2,YB,,8375,40.2,,,41.1,41.5,42.1,42.1,,1326.7,1352.7,1392,0,,1326.7,1352.7,1392,1392,,0.019559439,0.029124692,0,,0.004854397,0.007202974,0,,23,,,,,dead,,,,,snapped,,,
HB,HBO,1,P,Late,C2,BE,,8376,24.6,,,24.9,25.4,25.8,25.8,,487,506.7,522.8,0,,487,506.7,522.8,522.8,,0.040563862,0.031744063,0,,0.009990258,0.007843257,0,,23,,,,,dead,,,,,standing dbh 25.6,,,
HB,HBO,1,P,Late,A1,BE,,8394,10.2,,,10.7,11,11.4,11.8,,89.9,95,102.1,109.4,,89.9,95,102.1,109.4,,0.056860861,0.074049587,0.071406587,,0.013921784,0.018019468,0.017392608,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A1,YB,,8395,26.2,,,27.3,27.6,28,28.3,,585.3,598.3,615.8,629,,585.3,598.3,615.8,629,,0.02209878,0.029195547,0.021543367,,0.005479493,0.00722031,0.00534287,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A1,YB,,8398,44.5,,,45.6,47.5,49.2,50.5,,1633.1,1772.1,1901.2,2003,,1633.1,1772.1,1901.2,2003,,0.085069444,0.072859834,0.053543691,,0.020620726,0.017737429,0.013125246,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A1,YB,,8399,25.9,,,26.5,27.2,28.1,29.3,,551.5,581.1,620.2,674.3,,551.5,581.1,620.2,674.3,,0.053527946,0.067271302,0.087232938,,0.013121461,0.016409482,0.021129094,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A1,YB,,8400,19.3,,,20,20.9,21.4,23.1,,314.2,343.1,359.7,419.1,,314.2,343.1,359.7,419.1,,0.092025,0.048419221,0.165189099,,0.022252415,0.011891024,0.03896066,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A2,RS,,8356,31.7,,,32.5,33.2,33.5,34.2,,829.6,865.7,881.4,918.6,,829.6,865.7,881.4,918.6,,0.043540828,0.018153941,0.042227668,,0.010711859,0.004507912,0.010393746,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A2,YB,,8357,32.1,,,33.1,33.9,34.8,35.1,,860.5,902.6,951.1,967.6,,860.5,902.6,951.1,967.6,,0.048922518,0.053802177,0.017315696,,0.012012443,0.013187383,0.004301095,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A2,YB,,8358,23,,,23.6,24,24.7,25.1,,437.4,452.4,479.2,494.8,,437.4,452.4,479.2,494.8,,0.034185579,0.059184028,0.03265092,,0.008438968,0.01447852,0.008064647,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A2,YB,,8359,12.5,,,12.8,13.3,13.4,13.4,,128.7,138.9,141,141,,128.7,138.9,141,141,,0.079650879,0.015094126,0,,0.019344152,0.003752358,0,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A2,YB,,8360,26,,,26.5,27.8,27.8,28.3,,551.5,607,607,629,,551.5,607,607,629,,0.100519758,0,0.036294705,,0.024234643,0,0.00895273,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A2,YB,,8362,22.4,,,22.8,24.1,24.8,25.3,,408.3,456.2,483.1,502.7,,408.3,456.2,483.1,502.7,,0.117286088,0.058934936,0.040729058,,0.028113585,0.01441887,0.010030341,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A2,BE,,8363,13.1,,,13.7,14.1,14.4,14.9,,147.4,156.1,162.9,174.4,,147.4,156.1,162.9,174.4,,0.05924663,0.043005885,0.070650077,,0.014493509,0.010582305,0.017212968,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A2,RS,,8364,31.9,,,32.5,34.1,34.2,34.8,,829.6,913.3,918.6,951.1,,829.6,913.3,918.6,951.1,,0.100885207,0.005873702,0.035395506,,0.024319662,0.001465202,0.00873379,,,,,,,,,Remeasured 9/25/11,,,,,,
HB,HBO,1,P,Late,A3,BE,,8345,18.8,,,19.6,20.2,21,21.6,,301.7,320.5,346.4,366.4,,301.7,320.5,346.4,366.4,,0.062161599,0.080776394,0.057959184,,0.015190743,0.01960971,0.014185106,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A3,BE,,8346,19.6,,,20.8,21.9,22.5,23.7,,339.8,376.7,397.6,441.2,,339.8,376.7,397.6,441.2,,0.108566013,0.05554513,0.109511111,,0.026101659,0.013606068,0.026320288,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A3,YB,,8347,36.5,,,37.9,39.5,41.2,42.4,,1128.2,1225.4,1333.2,1412,,1128.2,1225.4,1333.2,1412,,0.086214939,0.087928217,0.059100764,,0.020889984,0.021292306,0.014458582,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A3,YB,,8348,35,,,35.6,37.1,37.1,37.6,,995.4,1081,1081,1110.4,,995.4,1081,1081,1110.4,,0.086045007,0,0.02713581,,0.020850053,0,0.006715992,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A3,YB,,8349,10.9,,,11.1,11.2,11.9,11.4,,96.8,98.5,111.2,102.1,,96.8,98.5,111.2,102.1,,0.01809918,0.12890625,-0.082268201,,0.004494405,0.030776406,-0.021233841,,,,,,,,,,,,checked,,,
HB,HBO,1,P,Late,A3,BE,,8350,27.2,,,28.4,30,31.2,31.6,,633.5,706.9,764.5,784.3,,633.5,706.9,764.5,784.3,,0.11585003,0.0816,0.025805391,,0.027783065,0.019803903,0.006389841,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,A3,YB,,8351,28.9,,,29.4,29.5,29.9,29.9,,678.9,683.5,702.2,702.2,,678.9,683.5,702.2,702.2,,0.00681429,0.027302499,0,,0.001699237,0.006756834,0,,,,,,,,,,,,checked,,,
HB,HBO,1,P,Late,A3,BE,,8353,16.2,,,16.7,17.5,18,17.9,,219,240.5,254.5,251.6,,219,240.5,254.5,251.6,,0.098103195,0.057959184,-0.011080247,,0.023671916,0.014185106,-0.002781647,,,,,,,,,,,,checked,,,
HB,HBO,1,P,Late,A3,BE,,8353,,,,16.7,17.1,17.1,,,219,229.7,0,0,,219,229.7,229.7,0,,0.048477895,0,-1,,0.011905181,0,,,19,,,,,,,,Alive; was recorded dead previously,dead,,,,
HB,HBO,1,P,Late,A3,BE,,8355,24.5,,,25.2,26.9,26.4,26.5,,498.8,568.3,547.4,551.5,,498.8,568.3,547.4,551.5,,0.139471529,-0.036829231,0.007590106,,0.033179712,-0.009337273,0.001892149,,,,,,,,,,,Checked,,,,
HB,HBO,1,P,Late,B1,BE,,1403,,,,10.3,11.1,11.6,12.2,,83.3,96.8,105.7,116.9,,83.3,96.8,105.7,116.9,,0.16137242,0.092119146,0.106123662,,0.038108811,0.022274447,0.025536025,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,B1,YB,,8384,35.3,,,30.9,31.8,32.6,34.4,,749.9,794.2,834.7,929.4,,749.9,794.2,834.7,929.4,,0.059100764,0.050947352,0.113478114,,0.014458582,0.012500485,0.02723645,,,,,,,,,Sap flow tree; Meausred 20cm above tag; Seems to have shrunk in DBH,Measured 20 cm above tag consistent with 2011,Measured 20 cm above tag; 33.8 at bottom of dowel,20 cm above nail 32.8,,,
HB,HBO,1,P,Late,B1,BE,,8385,35.5,,,35.6,36.4,37.3,38.8,,995.4,1040.6,1092.7,1182.4,,995.4,1040.6,1092.7,1182.4,,0.045448807,0.050061889,0.082046159,,0.011173531,0.01228715,0.019909053,,,,,,,,,measured just above nail due to sapflow equipment 9/25/11,Measured above nail consistent with 2011; Sapflow tree (Sapflow-HRM),Measured above nail; 38.3 at bottom of dowel,above nail 37.8,,,
HB,HBO,1,P,Late,B1,BE,,8386,13.8,,,14.6,15.2,15.5,16.6,,167.4,181.5,188.7,216.4,,167.4,181.5,188.7,216.4,,0.083880653,0.039863227,0.146971904,,0.020341066,0.009820203,0.034875713,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,B1,BE,,8388,18.2,,,19.2,21.1,22,22.9,,289.5,349.7,380.1,411.9,,289.5,349.7,380.1,411.9,,0.207709418,0.087127423,0.083491736,,0.048312135,0.021104318,0.020249524,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,B1,YB,,8389,25.1,,,25.7,28,29.1,30.4,,518.7,615.8,665.1,725.8,,518.7,615.8,665.1,725.8,,0.186997532,0.080114796,0.091342804,,0.043788371,0.019453635,0.022092725,,,,,,,,,Sap flow tree; Meausred at nail,Measured @ nail consistent with 2011; Sapflow tree (Sapflow-HRM),Measured at nail consistent with 2015,above nail,,,
HB,HBO,1,P,Late,B1,YB,,8391,12.9,,,13.8,14.9,16.7,18.2,,149.6,174.4,219,260.2,,149.6,174.4,219,260.2,,0.165773997,0.256204675,0.187708416,,0.039091019,0.058680957,0.043944615,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,B2,YB,,8365,25.8,,,26.5,28,28.8,29.5,,551.5,615.8,651.4,683.5,,551.5,615.8,651.4,683.5,,0.116411534,0.057959184,0.049201871,,0.027912338,0.014185106,0.012079817,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,B2,BE,,8367,20,,,20.9,20.9,,,,343.1,0,0,0,,343.1,343.1,0,0,,0,-1,#DIV/0!,,0,,,,15,,,dead,,,,Connected to #8366,"Dead on ground, tag removed",,,,,
HB,HBO,1,P,Late,B2,BE,,8368,16.5,,,16.9,17.2,17.9,17.9,,224.3,232.4,251.6,251.6,,224.3,232.4,251.6,251.6,,0.035818074,0.08305165,0,,0.008836696,0.020145908,0,,,,,,,,,,,,checked,,,
HB,HBO,1,P,Late,B2,YB,,8369,14.2,,,14.5,15.8,15.4,15.6,,165.1,196.1,186.3,191.1,,165.1,196.1,186.3,191.1,,0.187348395,-0.049991988,0.026142688,,0.043865495,-0.012739374,0.006472559,,,,,,,,,,Measured above bump,Checked; Measured above bump,above bump,,,
HB,HBO,1,P,Late,B3,BE,,8340,11.8,,,12.8,13,13.5,13.7,,128.7,132.7,143.1,147.4,,128.7,132.7,143.1,147.4,,0.031494141,0.078402367,0.029849108,,0.007782219,0.019049331,0.007380174,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,B3,YB,,8341,25.7,,,25.9,26.6,27,27.5,,526.9,555.7,572.6,594,,526.9,555.7,572.6,594,,0.054784514,0.030301317,0.037379973,,0.013423419,0.007490741,0.009216785,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,B3,BE,,8342,42,,,41.1,41.7,42.1,41.8,,1326.7,1365.7,1392,1372.3,,1326.7,1365.7,1392,1372.3,,0.029410198,0.019276665,-0.014201003,,0.007272823,0.004784716,-0.003569315,,,,,,,,,Measured at nail and seems to have shrunk in DBH; difficult tree to measure consistently,Measured @ nail consistent with 2011; Sapflow tree (Sapflow-HRM),measured at nail consistent with 2015,at/above nail; checked,,,
HB,HBO,1,P,Late,B3,BE,,8343,27.2,,,25.8,25.9,26.5,28.3,,522.8,526.9,551.5,629,,522.8,526.9,551.5,629,,0.007766961,0.046868711,0.140462798,,0.00193611,0.011516694,0.033404339,,,,,,,,,Measured at nail and seems to have shrunk in DBH; difficult tree to measure consistently,Measured @ nail consistent with 2011 but also including side branch; Sapflow tree (Sapflow-HRM),"Measured at nail including side branch consistent with 2011, 2015",at/above nail including branch,,,
HB,HBO,1,P,Late,B3,RS,,8344,15.7,,,15.9,16,16.3,16.5,,198.6,201.1,208.7,213.8,,198.6,201.1,208.7,213.8,,0.012618172,0.037851563,0.024690429,,0.003139725,0.009331462,0.006116265,,,,,,,,,Initially not found in 2011; found 9/25/2011,,,,,,
HB,HBO,1,P,Late,B3,YB,,7767,,,,28.7,28.7,28.7,28.7,,646.9,646.9,646.9,646.9,,646.9,646.9,646.9,646.9,,0,0,0,,,,,,,,,,,,,not recorded,,,upper edge of subplot,,,
HB,HBO,1,P,Late,C1,YB,,8380,36.1,,,37,38,38.7,39.5,,1075.2,1134.1,1176.3,1225.4,,1075.2,1134.1,1176.3,1225.4,,0.054784514,0.03718144,0.041770994,,0.013423419,0.009168496,0.010283047,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,C1,YB,,8381,21.5,,,22,22.3,22.6,22,,380.1,390.6,401.1,380.1,,380.1,390.6,401.1,380.1,,0.027458678,0.027086811,-0.052392513,,0.006795095,0.006703986,-0.01336363,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,C1,BE,,8382,14.2,,,15.2,16.2,17.3,19,,181.5,206.1,235.1,283.5,,181.5,206.1,235.1,283.5,,0.135907202,0.140413047,0.206187978,,0.032370802,0.033393069,0.04798182,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,C1,YB,,8383,20.8,,,21.1,21.6,22.2,22.6,,349.7,366.4,387.1,401.1,,349.7,366.4,387.1,401.1,,0.047954898,0.05632716,0.036360685,,0.011778969,0.013793755,0.008968789,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,C2,YB,,8370,33.5,,,34.5,36.2,37.5,38.3,,934.8,1029.2,1104.5,1152.1,,934.8,1029.2,1104.5,1152.1,,0.100978786,0.073112848,0.043121778,,0.024341429,0.017797427,0.010610377,,,,,,,,,,Bark stripping off,,,,,
HB,HBO,1,P,Late,C2,YB,,8371,27.2,,,27.5,27.6,28,27.9,,594,598.3,615.8,611.4,,594,598.3,615.8,611.4,,0.00728595,0.029195547,-0.007130102,,0.001816532,0.00722031,-0.001787312,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,C2,YB,,8372,25.8,,,26.2,27,27.5,28,,539.1,572.6,594,615.8,,539.1,572.6,594,615.8,,0.062001049,0.037379973,0.036694215,,0.015152378,0.009216785,0.009049958,,,,,,,,,Connected to #8371,,,,,,
HB,HBO,1,P,Late,C2,YB,,8373,35.7,,,36.3,36.9,38.2,39,,1034.9,1069.4,1146.1,1194.6,,1034.9,1069.4,1146.1,1194.6,,0.033331057,0.071701882,0.042323401,,0.008230591,0.017462703,0.010416948,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,C2,BE,,8374,14.8,,,15.4,15.7,16.4,16.2,,186.3,193.6,211.2,206.1,,186.3,193.6,211.2,206.1,,0.03934053,0.091159885,-0.024241523,,0.00969328,0.022049895,-0.006116265,,,,,,,,,,,,"checked, on bump",,,
HB,HBO,1,P,Late,C3,YB,X,2540,,,,51.3,52.2,53.1,54,,2066.9,2140.1,2214.5,2290.2,,2066.9,2140.1,2214.5,2290.2,,0.035395506,0.034780024,0.034185579,,0.00873379,0.008583848,0.008438968,,,,,,,,,"dbh = 44.2; tag in different place than 2015, est 51.3",Do not compare dbh with 2011:  tag lost and replaced in different place,,,,,
HB,HBO,1,P,Late,C3,SM,,8335,22.3,,,22.2,22.4,22.8,23.6,,387.1,394.1,408.3,437.4,,387.1,394.1,408.3,437.4,,0.01809918,0.036033163,0.071406587,,0.004494405,0.008889064,0.017392608,,,,,,,,,Measured at nail,Measured @ nail consistent with 2011; Sapflow tree (Sapflow-HRM),Measured at nail consistent with 2015,at nail,,,
HB,HBO,1,P,Late,C3,YB,,8336,43.5,,,44.2,45.1,46.3,47.4,,1534.4,1597.5,1683.7,1764.6,,1534.4,1597.5,1683.7,1764.6,,0.041138593,0.053923039,0.048080646,,0.01012969,0.013216432,0.01180932,,,,,,,,,,,,,,,
HB,HBO,1,P,Late,C3,YB,,8338,33.3,,,33.6,34.5,34.8,35.8,,886.7,934.8,951.1,1006.6,,886.7,934.8,951.1,1006.6,,0.054288903,0.017466919,0.058297001,,0.013304354,0.004338415,0.014266056,,,,,,,,,Measured 5cm below nail,Measured @ 5 cm below nail consistent with 2011; Sapflow tree (Sapflow-HRM),Measured at 5 cm below nail; 35.4 at bottom of dowel,,,,
HB,HBO,1,P,Late,C3,RS,,8339,16.4,,,16.9,16.9,16.9,16.7,,224.3,224.3,224.3,219,,224.3,224.3,224.3,219,,0,0,-0.023528588,,0,0,-0.005934771,,,,,,,,,,,Checked,checked,,,
HB,HBO,2,N,Late,C1,BE,,1131,,,,10,10,,,,78.5,0,0,0,,78.5,78.5,0,0,,0,-1,#DIV/0!,,0,,,,15,,,dead,,,,outside 5X5 m veg plot,Dead snag,,,,2011,out
HB,HBO,2,N,Late,B1,BE,,2530,,,,,10.4,11.3,12.4,,0,84.9,100.3,120.8,,0,84.9,100.3,120.8,,#DIV/0!,0.180565828,0.20416634,,,0.042371556,0.047542425,,,,,,,,,,New addition,,on bump,,2015,out
HB,HBO,2,N,Late,C2,BE,,2038,,,,,10,10.3,10.7,,0,78.5,83.3,89.9,,0,78.5,83.3,89.9,,#DIV/0!,0.0609,0.079178056,,,0.014889157,0.019232531,,,,,,,,,,,,,,2015,out
HB,HBO,2,N,Late,A1,BE,,708,,,,,,10.4,12.9,,0,0,84.9,130.7,,0,0,84.9,130.7,,#DIV/0!,#DIV/0!,0.538553994,,,,0.113725557,,,,,,,,,,,New addition,,,2019,out
HB,HBO,2,N,Late,A2,BE,,7753,,,,,,,10.3,,0,0,0,83.3,,0,0,0,83.3,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside,,2023,out
HB,HBO,2,N,Late,A3,BE,,7769,,,,,,,11.2,,0,0,0,98.5,,0,0,0,98.5,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; inside 5x5,,2023,in
HB,HBO,2,N,Late,B3,BE,,7770,,,,,,,11.1,,0,0,0,96.8,,0,0,0,96.8,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,"new add; outside, bad BBD",,2023,out
HB,HBO,2,N,Late,A2,YB,,8434,25.1,,,25.2,,,,,0,0,0,0,,498.8,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,dead,dead,,,,,,,,,,,
HB,HBO,2,N,Late,B2,YB,,8440,21.2,,,21,,,,,0,0,0,0,,346.4,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,dead,dead,,,,,,,,,,,
HB,HBO,2,N,Late,B3,BE,,8403,23.3,,,23.5,,,,,0,0,0,0,,433.7,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,,dead,,,,,,Dead snag,,,,,
HB,HBO,2,N,Late,C1,YB,,8418,48.2,,,38.7,,,,,0,0,0,0,,1176.3,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,dead,dead,,,,,Seems to have shrunk in DBH,Dead snag,,,,,
HB,HBO,2,N,Late,C2,YB,,8417,29.7,,,30.2,,,,,0,0,0,0,,716.3,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,dead,dead,,,,,,Dead snag,,,,,
